Entity,Code,Day,cum_excess_per_million_proj_all_ages
South Africa,ZAF,2023-01-22,4683.035
South Africa,ZAF,2023-01-29,4700.933
South Africa,ZAF,2023-02-05,4707.496
South Africa,ZAF,2023-02-12,4710.285
South Africa,ZAF,2023-02-19,4716.871
South Africa,ZAF,2023-02-26,4727.3506
South Africa,ZAF,2023-03-05,4733.814
South Africa,ZAF,2023-03-12,4750.342
South Africa,ZAF,2023-03-19,4759.4966
South Africa,ZAF,2023-03-26,4772.972
South Africa,ZAF,2023-04-02,4779.896
South Africa,ZAF,2023-04-09,4790.3354
South Africa,ZAF,2023-04-16,4804.0225
South Africa,ZAF,2023-04-23,4813.0317
South Africa,ZAF,2023-04-30,4826.749
South Africa,ZAF,2023-05-07,4833.11
South Africa,ZAF,2023-05-14,4844.642
South Africa,ZAF,2023-05-21,4861.3613
South Africa,ZAF,2023-05-28,4889.7803
South Africa,ZAF,2023-06-04,4917.351
South Africa,ZAF,2023-06-11,4937.421
South Africa,ZAF,2023-06-18,4947.1885
South Africa,ZAF,2023-06-25,4953.2617
South Africa,ZAF,2023-07-02,4955.683
South Africa,ZAF,2023-07-09,4956.4165
South Africa,ZAF,2023-07-16,4974.9565
South Africa,ZAF,2023-07-23,4982.1484
South Africa,ZAF,2023-07-30,4992.515
South Africa,ZAF,2023-08-06,4999.6245
South Africa,ZAF,2023-08-13,5006.7207
South Africa,ZAF,2023-08-20,5011.2676
South Africa,ZAF,2023-08-27,5007.343
South Africa,ZAF,2023-09-03,5007.073
South Africa,ZAF,2023-09-10,5004.519
South Africa,ZAF,2023-09-17,5010.6284
South Africa,ZAF,2023-09-24,5015.417
South Africa,ZAF,2023-10-01,5020.5005
South Africa,ZAF,2023-10-08,5025.0737
South Africa,ZAF,2023-10-15,5029.18
South Africa,ZAF,2023-10-22,5035.955
South Africa,ZAF,2023-10-29,5041.141
South Africa,ZAF,2023-11-05,5051.134
South Africa,ZAF,2023-11-12,5061.11
South Africa,ZAF,2023-11-19,5066.2725
South Africa,ZAF,2023-11-26,5092.41
South Africa,ZAF,2023-12-03,5104.303
South Africa,ZAF,2023-12-10,5110.1045
South Africa,ZAF,2023-12-17,5113.238
South Africa,ZAF,2023-12-24,5120.3438
South Africa,ZAF,2023-12-31,5123.385
South Korea,KOR,2020-01-05,0.47063458
South Korea,KOR,2020-01-12,-2.0214279
South Korea,KOR,2020-01-19,-2.1757348
South Korea,KOR,2020-01-26,0.8371138
South Korea,KOR,2020-02-02,2.6849368
South Korea,KOR,2020-02-09,7.568758
South Korea,KOR,2020-02-16,7.2177057
South Korea,KOR,2020-02-23,2.310744
South Korea,KOR,2020-03-01,-1.1958795
South Korea,KOR,2020-03-08,-4.2935953
South Korea,KOR,2020-03-15,-6.3458767
South Korea,KOR,2020-03-22,-8.24
South Korea,KOR,2020-03-29,-12.305985
South Korea,KOR,2020-04-05,-17.63344
South Korea,KOR,2020-04-12,-15.65445
South Korea,KOR,2020-04-19,-17.506134
South Korea,KOR,2020-04-26,-19.651007
South Korea,KOR,2020-05-03,-15.936063
South Korea,KOR,2020-05-10,-18.790743
South Korea,KOR,2020-05-17,-23.805721
South Korea,KOR,2020-05-24,-25.668982
South Korea,KOR,2020-05-31,-30.417784
South Korea,KOR,2020-06-07,-28.002874
South Korea,KOR,2020-06-14,-26.26306
South Korea,KOR,2020-06-21,-27.308493
South Korea,KOR,2020-06-28,-27.350931
South Korea,KOR,2020-07-05,-27.273777
South Korea,KOR,2020-07-12,-30.498798
South Korea,KOR,2020-07-19,-29.19105
South Korea,KOR,2020-07-26,-28.701126
South Korea,KOR,2020-08-02,-30.356066
South Korea,KOR,2020-08-09,-33.25704
South Korea,KOR,2020-08-16,-28.184193
South Korea,KOR,2020-08-23,-18.810041
South Korea,KOR,2020-08-30,-11.893226
South Korea,KOR,2020-09-06,-10.523751
South Korea,KOR,2020-09-13,-8.456033
South Korea,KOR,2020-09-20,-5.04199
South Korea,KOR,2020-09-27,-2.735098
South Korea,KOR,2020-10-04,-2.3609052
South Korea,KOR,2020-10-11,1.5700628
South Korea,KOR,2020-10-18,1.4234692
South Korea,KOR,2020-10-25,4.795074
South Korea,KOR,2020-11-01,8.529306
South Korea,KOR,2020-11-08,11.353123
South Korea,KOR,2020-11-15,13.783459
South Korea,KOR,2020-11-22,14.578144
South Korea,KOR,2020-11-29,11.194964
South Korea,KOR,2020-12-06,14.555003
South Korea,KOR,2020-12-13,12.973356
South Korea,KOR,2020-12-20,7.368151
South Korea,KOR,2020-12-27,5.1769896
South Korea,KOR,2021-01-03,3.4304235
South Korea,KOR,2021-01-10,-2.446468
South Korea,KOR,2021-01-17,-6.791435
South Korea,KOR,2021-01-24,-13.158387
South Korea,KOR,2021-01-31,-24.807976
South Korea,KOR,2021-02-07,-32.008423
South Korea,KOR,2021-02-14,-41.786514
South Korea,KOR,2021-02-21,-45.86137
South Korea,KOR,2021-02-28,-54.049652
South Korea,KOR,2021-03-07,-60.837208
South Korea,KOR,2021-03-14,-63.337685
South Korea,KOR,2021-03-21,-65.48701
South Korea,KOR,2021-03-28,-68.34635
South Korea,KOR,2021-04-04,-70.40693
South Korea,KOR,2021-04-11,-74.21167
South Korea,KOR,2021-04-18,-73.10034
South Korea,KOR,2021-04-25,-75.55066
South Korea,KOR,2021-05-02,-76.13333
South Korea,KOR,2021-05-09,-76.874214
South Korea,KOR,2021-05-16,-73.82579
South Korea,KOR,2021-05-23,-78.57207
South Korea,KOR,2021-05-30,-77.04014
South Korea,KOR,2021-06-06,-78.683975
South Korea,KOR,2021-06-13,-76.98226
South Korea,KOR,2021-06-20,-75.415596
South Korea,KOR,2021-06-27,-73.06562
South Korea,KOR,2021-07-04,-69.943886
South Korea,KOR,2021-07-11,-66.7797
South Korea,KOR,2021-07-18,-62.442463
South Korea,KOR,2021-07-25,-54.69022
South Korea,KOR,2021-08-01,-46.82993
South Korea,KOR,2021-08-08,-42.948013
South Korea,KOR,2021-08-15,-40.235306
South Korea,KOR,2021-08-22,-34.09988
South Korea,KOR,2021-08-29,-29.353605
South Korea,KOR,2021-09-05,-23.939764
South Korea,KOR,2021-09-12,-17.572813
South Korea,KOR,2021-09-19,-11.066941
South Korea,KOR,2021-09-26,-4.2755256
South Korea,KOR,2021-10-03,2.4309993
South Korea,KOR,2021-10-10,6.953463
South Korea,KOR,2021-10-17,12.004575
South Korea,KOR,2021-10-24,18.919468
South Korea,KOR,2021-10-31,30.22177
South Korea,KOR,2021-11-07,39.43649
South Korea,KOR,2021-11-14,48.435112
South Korea,KOR,2021-11-21,61.091843
South Korea,KOR,2021-11-28,74.061134
South Korea,KOR,2021-12-05,90.83902
South Korea,KOR,2021-12-12,109.59645
South Korea,KOR,2021-12-19,129.25682
South Korea,KOR,2021-12-26,146.87978
South Korea,KOR,2022-01-02,161.32526
South Korea,KOR,2022-01-09,165.67722
South Korea,KOR,2022-01-16,167.14201
South Korea,KOR,2022-01-23,168.99666
South Korea,KOR,2022-01-30,172.66928
South Korea,KOR,2022-02-06,174.44287
South Korea,KOR,2022-02-13,187.0317
South Korea,KOR,2022-02-20,200.26897
South Korea,KOR,2022-02-27,227.35916
South Korea,KOR,2022-03-06,274.9759
South Korea,KOR,2022-03-13,339.56042
South Korea,KOR,2022-03-20,421.98123
South Korea,KOR,2022-03-27,507.59024
South Korea,KOR,2022-04-03,588.5945
South Korea,KOR,2022-04-10,657.00793
South Korea,KOR,2022-04-17,713.74164
South Korea,KOR,2022-04-24,750.3347
South Korea,KOR,2022-05-01,775.11285
South Korea,KOR,2022-05-08,790.75867
South Korea,KOR,2022-05-15,807.8017
South Korea,KOR,2022-05-22,816.43036
South Korea,KOR,2022-05-29,826.14746
South Korea,KOR,2022-06-05,829.94745
South Korea,KOR,2022-06-12,830.41644
South Korea,KOR,2022-06-19,833.0662
South Korea,KOR,2022-06-26,833.54675
South Korea,KOR,2022-07-03,836.61334
South Korea,KOR,2022-07-10,841.98047
South Korea,KOR,2022-07-17,847.2279
South Korea,KOR,2022-07-24,849.67694
South Korea,KOR,2022-07-31,859.0467
South Korea,KOR,2022-08-07,870.80566
South Korea,KOR,2022-08-14,884.2706
South Korea,KOR,2022-08-21,910.1527
South Korea,KOR,2022-08-28,935.34
South Korea,KOR,2022-09-04,960.94415
South Korea,KOR,2022-09-11,981.46106
South Korea,KOR,2022-09-18,1008.04175
South Korea,KOR,2022-09-25,1024.9883
South Korea,KOR,2022-10-02,1037.6428
South Korea,KOR,2022-10-09,1047.0317
South Korea,KOR,2022-10-16,1060.0182
South Korea,KOR,2022-10-23,1072.5144
South Korea,KOR,2022-10-30,1089.4956
South Korea,KOR,2022-11-06,1104.5239
South Korea,KOR,2022-11-13,1122.8677
South Korea,KOR,2022-11-20,1143.4232
South Korea,KOR,2022-11-27,1160.8175
South Korea,KOR,2022-12-04,1178.5669
South Korea,KOR,2022-12-11,1201.3457
South Korea,KOR,2022-12-18,1223.7346
South Korea,KOR,2022-12-25,1248.7174
South Korea,KOR,2023-01-01,1274.0754
South Korea,KOR,2023-01-08,1291.8898
South Korea,KOR,2023-01-15,1307.5298
South Korea,KOR,2023-01-22,1312.0311
South Korea,KOR,2023-01-29,1322.7352
South Korea,KOR,2023-02-05,1333.4122
South Korea,KOR,2023-02-12,1340.9879
South Korea,KOR,2023-02-19,1347.3972
South Korea,KOR,2023-02-26,1350.5391
South Korea,KOR,2023-03-05,1352.6112
South Korea,KOR,2023-03-12,1356.9465
South Korea,KOR,2023-03-19,1357.211
South Korea,KOR,2023-03-26,1361.1871
South Korea,KOR,2023-04-02,1367.4111
South Korea,KOR,2023-04-09,1367.1774
South Korea,KOR,2023-04-16,1374.529
South Korea,KOR,2023-04-23,1380.4982
South Korea,KOR,2023-04-30,1388.8385
South Korea,KOR,2023-05-07,1397.0012
South Korea,KOR,2023-05-14,1406.2917
South Korea,KOR,2023-05-21,1417.1465
South Korea,KOR,2023-05-28,1426.0585
South Korea,KOR,2023-06-04,1434.7079
South Korea,KOR,2023-06-11,1444.3691
South Korea,KOR,2023-06-18,1455.6525
South Korea,KOR,2023-06-25,1462.8729
South Korea,KOR,2023-07-02,1469.5912
South Korea,KOR,2023-07-09,1475.1161
South Korea,KOR,2023-07-16,1486.6234
South Korea,KOR,2023-07-23,1497.4742
South Korea,KOR,2023-07-30,1511.6002
South Korea,KOR,2023-08-06,1532.095
South Korea,KOR,2023-08-13,1553.0802
South Korea,KOR,2023-08-20,1571.949
South Korea,KOR,2023-08-27,1591.5322
South Korea,KOR,2023-09-03,1607.8055
South Korea,KOR,2023-09-10,1624.5886
South Korea,KOR,2023-09-17,1637.4363
South Korea,KOR,2023-09-24,1643.4053
South Korea,KOR,2023-10-01,1650.1198
Spain,ESP,2020-01-05,-25.51949
Spain,ESP,2020-01-12,-45.726894
Spain,ESP,2020-01-19,-58.392693
Spain,ESP,2020-01-26,-63.073483
Spain,ESP,2020-02-02,-65.14047
Spain,ESP,2020-02-09,-77.21931
Spain,ESP,2020-02-16,-93.73613
Spain,ESP,2020-02-23,-115.248344
Spain,ESP,2020-03-01,-132.13678
Spain,ESP,2020-03-08,-140.9093
Spain,ESP,2020-03-15,-121.867325
Spain,ESP,2020-03-22,-25.728518
Spain,ESP,2020-03-29,216.83434
Spain,ESP,2020-04-05,486.49805
Spain,ESP,2020-04-12,682.00806
Spain,ESP,2020-04-19,795.4217
Spain,ESP,2020-04-26,852.2182
Spain,ESP,2020-05-03,881.707
Spain,ESP,2020-05-10,898.86566
Spain,ESP,2020-05-17,897.02246
Spain,ESP,2020-05-24,899.52014
Spain,ESP,2020-05-31,904.9653
Spain,ESP,2020-06-07,899.1359
Spain,ESP,2020-06-14,888.50964
Spain,ESP,2020-06-21,877.8074
Spain,ESP,2020-06-28,878.83136
Spain,ESP,2020-07-05,877.06
Spain,ESP,2020-07-12,879.03406
Spain,ESP,2020-07-19,879.56824
Spain,ESP,2020-07-26,887.74536
Spain,ESP,2020-08-02,910.1865
Spain,ESP,2020-08-09,929.72253
Spain,ESP,2020-08-16,950.0904
Spain,ESP,2020-08-23,966.70013
Spain,ESP,2020-08-30,985.4803
Spain,ESP,2020-09-06,1002.9346
Spain,ESP,2020-09-13,1027.2844
Spain,ESP,2020-09-20,1050.7812
Spain,ESP,2020-09-27,1068.9618
Spain,ESP,2020-10-04,1090.1193
Spain,ESP,2020-10-11,1117.1969
Spain,ESP,2020-10-18,1142.9781
Spain,ESP,2020-10-25,1185.1855
Spain,ESP,2020-11-01,1227.1268
Spain,ESP,2020-11-08,1280.4946
Spain,ESP,2020-11-15,1323.6816
Spain,ESP,2020-11-22,1358.6514
Spain,ESP,2020-11-29,1386.6621
Spain,ESP,2020-12-06,1413.7356
Spain,ESP,2020-12-13,1433.6812
Spain,ESP,2020-12-20,1443.3489
Spain,ESP,2020-12-27,1440.7288
Spain,ESP,2021-01-03,1444.9723
Spain,ESP,2021-01-10,1455.4636
Spain,ESP,2021-01-17,1486.2257
Spain,ESP,2021-01-24,1536.6396
Spain,ESP,2021-01-31,1588.6582
Spain,ESP,2021-02-07,1619.4667
Spain,ESP,2021-02-14,1631.0446
Spain,ESP,2021-02-21,1627.372
Spain,ESP,2021-02-28,1618.2115
Spain,ESP,2021-03-07,1603.7865
Spain,ESP,2021-03-14,1590.9915
Spain,ESP,2021-03-21,1579.6157
Spain,ESP,2021-03-28,1576.5496
Spain,ESP,2021-04-04,1572.877
Spain,ESP,2021-04-11,1569.9541
Spain,ESP,2021-04-18,1566.9637
Spain,ESP,2021-04-25,1571.2723
Spain,ESP,2021-05-02,1572.9149
Spain,ESP,2021-05-09,1582.0669
Spain,ESP,2021-05-16,1583.701
Spain,ESP,2021-05-23,1583.1661
Spain,ESP,2021-05-30,1580.9381
Spain,ESP,2021-06-06,1580.3654
Spain,ESP,2021-06-13,1586.426
Spain,ESP,2021-06-20,1595.8938
Spain,ESP,2021-06-27,1590.3976
Spain,ESP,2021-07-04,1592.2802
Spain,ESP,2021-07-11,1588.4686
Spain,ESP,2021-07-18,1586.5397
Spain,ESP,2021-07-25,1606.0651
Spain,ESP,2021-08-01,1625.2957
Spain,ESP,2021-08-08,1648.8768
Spain,ESP,2021-08-15,1678.1943
Spain,ESP,2021-08-22,1711.0371
Spain,ESP,2021-08-29,1734.3193
Spain,ESP,2021-09-05,1752.7328
Spain,ESP,2021-09-12,1772.5403
Spain,ESP,2021-09-19,1786.4431
Spain,ESP,2021-09-26,1794.2305
Spain,ESP,2021-10-03,1801.3904
Spain,ESP,2021-10-10,1808.7609
Spain,ESP,2021-10-17,1814.9604
Spain,ESP,2021-10-24,1823.0469
Spain,ESP,2021-10-31,1837.9983
Spain,ESP,2021-11-07,1842.6818
Spain,ESP,2021-11-14,1862.6577
Spain,ESP,2021-11-21,1879.8499
Spain,ESP,2021-11-28,1896.8271
Spain,ESP,2021-12-05,1921.3097
Spain,ESP,2021-12-12,1937.2551
Spain,ESP,2021-12-19,1956.5363
Spain,ESP,2021-12-26,1976.6007
Spain,ESP,2022-01-02,1990.7953
Spain,ESP,2022-01-09,1989.641
Spain,ESP,2022-01-16,1994.4918
Spain,ESP,2022-01-23,1999.8094
Spain,ESP,2022-01-30,2019.3873
Spain,ESP,2022-02-06,2034.9451
Spain,ESP,2022-02-13,2040.1533
Spain,ESP,2022-02-20,2032.0265
Spain,ESP,2022-02-27,2020.1023
Spain,ESP,2022-03-06,2008.115
Spain,ESP,2022-03-13,1999.269
Spain,ESP,2022-03-20,1997.5386
Spain,ESP,2022-03-27,2000.6359
Spain,ESP,2022-04-03,2003.0223
Spain,ESP,2022-04-10,2012.6757
Spain,ESP,2022-04-17,2024.9111
Spain,ESP,2022-04-24,2035.0775
Spain,ESP,2022-05-01,2049.5837
Spain,ESP,2022-05-08,2067.6143
Spain,ESP,2022-05-15,2091.4058
Spain,ESP,2022-05-22,2117.868
Spain,ESP,2022-05-29,2131.7266
Spain,ESP,2022-06-05,2147.4902
Spain,ESP,2022-06-12,2162.7283
Spain,ESP,2022-06-19,2204.1614
Spain,ESP,2022-06-26,2224.7864
Spain,ESP,2022-07-03,2247.691
Spain,ESP,2022-07-10,2275.8855
Spain,ESP,2022-07-17,2343.093
Spain,ESP,2022-07-24,2414.9434
Spain,ESP,2022-07-31,2466.8813
Spain,ESP,2022-08-07,2506.5735
Spain,ESP,2022-08-14,2543.877
Spain,ESP,2022-08-21,2562.0125
Spain,ESP,2022-08-28,2583.6594
Spain,ESP,2022-09-04,2595.5876
Spain,ESP,2022-09-11,2609.665
Spain,ESP,2022-09-18,2624.9116
Spain,ESP,2022-09-25,2631.1082
Spain,ESP,2022-10-02,2637.0986
Spain,ESP,2022-10-09,2652.8455
Spain,ESP,2022-10-16,2662.0825
Spain,ESP,2022-10-23,2677.6191
Spain,ESP,2022-10-30,2686.6584
Spain,ESP,2022-11-06,2686.9802
Spain,ESP,2022-11-13,2695.2961
Spain,ESP,2022-11-20,2703.8184
Spain,ESP,2022-11-27,2713.03
Spain,ESP,2022-12-04,2728.8318
Spain,ESP,2022-12-11,2753.6453
Spain,ESP,2022-12-18,2771.8228
Spain,ESP,2022-12-25,2790.32
Spain,ESP,2023-01-01,2775.4321
Spain,ESP,2023-01-08,2773.2224
Spain,ESP,2023-01-15,2764.6492
Spain,ESP,2023-01-22,2749.5354
Spain,ESP,2023-01-29,2737.3298
Spain,ESP,2023-02-05,2737.368
Spain,ESP,2023-02-12,2743.904
Spain,ESP,2023-02-19,2746.2483
Spain,ESP,2023-02-26,2749.022
Spain,ESP,2023-03-05,2755.6255
Spain,ESP,2023-03-12,2770.3606
Spain,ESP,2023-03-19,2775.7603
Spain,ESP,2023-03-26,2775.449
Spain,ESP,2023-04-02,2772.827
Spain,ESP,2023-04-09,2768.9338
Spain,ESP,2023-04-16,2769.645
Spain,ESP,2023-04-23,2771.1897
Spain,ESP,2023-04-30,2776.9514
Spain,ESP,2023-05-07,2774.9817
Spain,ESP,2023-05-14,2771.1392
Spain,ESP,2023-05-21,2768.2434
Spain,ESP,2023-05-28,2771.5474
Spain,ESP,2023-06-04,2773.8118
Spain,ESP,2023-06-11,2777.1282
Spain,ESP,2023-06-18,2780.4194
Spain,ESP,2023-06-25,2776.7114
Spain,ESP,2023-07-02,2780.4404
Spain,ESP,2023-07-09,2772.4817
Spain,ESP,2023-07-16,2771.4758
Spain,ESP,2023-07-23,2775.916
Spain,ESP,2023-07-30,2775.2847
Spain,ESP,2023-08-06,2775.571
Spain,ESP,2023-08-13,2779.0432
Spain,ESP,2023-08-20,2789.9314
Spain,ESP,2023-08-27,2820.3904
Spain,ESP,2023-09-03,2835.1252
Spain,ESP,2023-09-10,2847.4866
Spain,ESP,2023-09-17,2855.7778
Spain,ESP,2023-09-24,2860.6726
Spain,ESP,2023-10-01,2865.151
Spain,ESP,2023-10-08,2876.6997
Spain,ESP,2023-10-15,2880.6812
Spain,ESP,2023-10-22,2883.7073
Spain,ESP,2023-10-29,2886.9438
Spain,ESP,2023-11-05,2886.5483
Spain,ESP,2023-11-12,2892.2595
Spain,ESP,2023-11-19,2897.2092
Spain,ESP,2023-11-26,2897.3774
Spain,ESP,2023-12-03,2903.8884
Spain,ESP,2023-12-10,2906.8557
Spain,ESP,2023-12-17,2914.3767
Spain,ESP,2023-12-24,2934.0654
Spain,ESP,2023-12-31,2969.2637
Suriname,SUR,2020-01-31,-69.34974
Suriname,SUR,2020-02-29,8.565732
Suriname,SUR,2020-03-31,-68.69084
Suriname,SUR,2020-04-30,-110.69602
Suriname,SUR,2020-05-31,-191.24712
Suriname,SUR,2020-06-30,-148.25357
Suriname,SUR,2020-07-31,-139.19363
Suriname,SUR,2020-08-31,-50.735645
Suriname,SUR,2020-09-30,-17.29625
Suriname,SUR,2020-10-31,12.5192
Suriname,SUR,2020-11-30,6.094889
Suriname,SUR,2020-12-31,79.39805
Suriname,SUR,2021-01-31,87.76669
Suriname,SUR,2021-02-28,77.97859
Suriname,SUR,2021-03-31,-10.440634
Suriname,SUR,2021-04-30,-5.220292
Suriname,SUR,2021-05-31,265.25763
Suriname,SUR,2021-06-30,821.2219
Suriname,SUR,2021-07-31,1152.7124
Suriname,SUR,2021-08-31,1313.2373
Suriname,SUR,2021-09-30,1739.0198
Suriname,SUR,2021-10-31,2263.9885
Suriname,SUR,2021-11-30,2472.475
Suriname,SUR,2021-12-31,2585.3645
Suriname,SUR,2022-01-31,2855.9363
Suriname,SUR,2022-02-28,2997.8352
Suriname,SUR,2022-03-31,2982.464
Suriname,SUR,2022-04-30,3072.9104
Suriname,SUR,2022-05-31,3154.6196
Suriname,SUR,2022-06-30,3284.8687
Suriname,SUR,2022-07-31,3326.775
Suriname,SUR,2022-08-31,3320.4648
Suriname,SUR,2022-09-30,3323.2153
Suriname,SUR,2022-10-31,3388.7446
Suriname,SUR,2022-11-30,3446.1836
Suriname,SUR,2022-12-31,3481.618
Sweden,SWE,2020-01-05,-11.843035
Sweden,SWE,2020-01-12,-14.726642
Sweden,SWE,2020-01-19,-22.895252
Sweden,SWE,2020-01-26,-38.50915
Sweden,SWE,2020-02-02,-39.35783
Sweden,SWE,2020-02-09,-52.56069
Sweden,SWE,2020-02-16,-60.092777
Sweden,SWE,2020-02-23,-78.32989
Sweden,SWE,2020-03-01,-95.20717
Sweden,SWE,2020-03-08,-101.63982
Sweden,SWE,2020-03-15,-115.86496
Sweden,SWE,2020-03-22,-107.252716
Sweden,SWE,2020-03-29,-83.90419
Sweden,SWE,2020-04-05,-25.576311
Sweden,SWE,2020-04-12,56.186882
Sweden,SWE,2020-04-19,132.33717
Sweden,SWE,2020-04-26,190.14427
Sweden,SWE,2020-05-03,250.00557
Sweden,SWE,2020-05-10,305.88385
Sweden,SWE,2020-05-17,349.4369
Sweden,SWE,2020-05-24,387.0684
Sweden,SWE,2020-05-31,399.29718
Sweden,SWE,2020-06-07,422.5782
Sweden,SWE,2020-06-14,444.12326
Sweden,SWE,2020-06-21,459.65036
Sweden,SWE,2020-06-28,473.40292
Sweden,SWE,2020-07-05,474.9942
Sweden,SWE,2020-07-12,478.54327
Sweden,SWE,2020-07-19,475.92007
Sweden,SWE,2020-07-26,476.96164
Sweden,SWE,2020-08-02,476.3637
Sweden,SWE,2020-08-09,482.41058
Sweden,SWE,2020-08-16,483.4425
Sweden,SWE,2020-08-23,489.27722
Sweden,SWE,2020-08-30,481.59082
Sweden,SWE,2020-09-06,478.8133
Sweden,SWE,2020-09-13,479.0737
Sweden,SWE,2020-09-20,476.22867
Sweden,SWE,2020-09-27,475.87183
Sweden,SWE,2020-10-04,469.78638
Sweden,SWE,2020-10-11,462.59183
Sweden,SWE,2020-10-18,464.32776
Sweden,SWE,2020-10-25,457.8469
Sweden,SWE,2020-11-01,460.2097
Sweden,SWE,2020-11-08,463.39227
Sweden,SWE,2020-11-15,482.79633
Sweden,SWE,2020-11-22,516.24225
Sweden,SWE,2020-11-29,539.7547
Sweden,SWE,2020-12-06,577.36694
Sweden,SWE,2020-12-13,615.2878
Sweden,SWE,2020-12-20,666.1318
Sweden,SWE,2020-12-27,715.7028
Sweden,SWE,2021-01-03,763.94635
Sweden,SWE,2021-01-10,800.05
Sweden,SWE,2021-01-17,836.6504
Sweden,SWE,2021-01-24,869.35284
Sweden,SWE,2021-01-31,887.419
Sweden,SWE,2021-02-07,887.96356
Sweden,SWE,2021-02-14,888.9476
Sweden,SWE,2021-02-21,883.9892
Sweden,SWE,2021-02-28,870.0503
Sweden,SWE,2021-03-07,843.0132
Sweden,SWE,2021-03-14,835.84784
Sweden,SWE,2021-03-21,818.4791
Sweden,SWE,2021-03-28,813.9889
Sweden,SWE,2021-04-04,802.54346
Sweden,SWE,2021-04-11,795.99915
Sweden,SWE,2021-04-18,790.50574
Sweden,SWE,2021-04-25,786.6174
Sweden,SWE,2021-05-02,782.2131
Sweden,SWE,2021-05-09,788.2988
Sweden,SWE,2021-05-16,793.81134
Sweden,SWE,2021-05-23,794.94824
Sweden,SWE,2021-05-30,793.5629
Sweden,SWE,2021-06-06,792.0057
Sweden,SWE,2021-06-13,792.426
Sweden,SWE,2021-06-20,790.0758
Sweden,SWE,2021-06-27,788.8338
Sweden,SWE,2021-07-04,784.98364
Sweden,SWE,2021-07-11,783.7417
Sweden,SWE,2021-07-18,786.0155
Sweden,SWE,2021-07-25,783.6079
Sweden,SWE,2021-08-01,789.2733
Sweden,SWE,2021-08-08,782.06976
Sweden,SWE,2021-08-15,790.1332
Sweden,SWE,2021-08-22,794.18396
Sweden,SWE,2021-08-29,798.7889
Sweden,SWE,2021-09-05,800.42255
Sweden,SWE,2021-09-12,807.4541
Sweden,SWE,2021-09-19,820.90576
Sweden,SWE,2021-09-26,829.8481
Sweden,SWE,2021-10-03,840.7967
Sweden,SWE,2021-10-10,841.26483
Sweden,SWE,2021-10-17,844.4462
Sweden,SWE,2021-10-24,853.7993
Sweden,SWE,2021-10-31,858.54755
Sweden,SWE,2021-11-07,869.8305
Sweden,SWE,2021-11-14,878.4958
Sweden,SWE,2021-11-21,885.55597
Sweden,SWE,2021-11-28,890.4762
Sweden,SWE,2021-12-05,896.8294
Sweden,SWE,2021-12-12,909.5837
Sweden,SWE,2021-12-19,923.33154
Sweden,SWE,2021-12-26,935.45526
Sweden,SWE,2022-01-02,946.428
Sweden,SWE,2022-01-09,957.7177
Sweden,SWE,2022-01-16,967.98376
Sweden,SWE,2022-01-23,974.0031
Sweden,SWE,2022-01-30,989.5775
Sweden,SWE,2022-02-06,1017.456
Sweden,SWE,2022-02-13,1028.1392
Sweden,SWE,2022-02-20,1042.3107
Sweden,SWE,2022-02-27,1041.41
Sweden,SWE,2022-03-06,1038.2914
Sweden,SWE,2022-03-13,1027.6462
Sweden,SWE,2022-03-20,1017.4939
Sweden,SWE,2022-03-27,1013.9581
Sweden,SWE,2022-04-03,1007.6923
Sweden,SWE,2022-04-10,1006.74445
Sweden,SWE,2022-04-17,998.40265
Sweden,SWE,2022-04-24,987.95654
Sweden,SWE,2022-05-01,983.1506
Sweden,SWE,2022-05-08,986.9328
Sweden,SWE,2022-05-15,989.6723
Sweden,SWE,2022-05-22,1002.9527
Sweden,SWE,2022-05-29,1005.76807
Sweden,SWE,2022-06-05,1010.7067
Sweden,SWE,2022-06-12,1014.1572
Sweden,SWE,2022-06-19,1022.2525
Sweden,SWE,2022-06-26,1034.0067
Sweden,SWE,2022-07-03,1046.017
Sweden,SWE,2022-07-10,1053.6003
Sweden,SWE,2022-07-17,1051.7804
Sweden,SWE,2022-07-24,1065.4115
Sweden,SWE,2022-07-31,1077.0521
Sweden,SWE,2022-08-07,1088.7211
Sweden,SWE,2022-08-14,1110.4191
Sweden,SWE,2022-08-21,1131.3588
Sweden,SWE,2022-08-28,1142.7054
Sweden,SWE,2022-09-04,1141.3025
Sweden,SWE,2022-09-11,1147.6062
Sweden,SWE,2022-09-18,1167.0103
Sweden,SWE,2022-09-25,1184.8787
Sweden,SWE,2022-10-02,1203.7234
Sweden,SWE,2022-10-09,1216.947
Sweden,SWE,2022-10-16,1223.573
Sweden,SWE,2022-10-23,1227.2225
Sweden,SWE,2022-10-30,1229.052
Sweden,SWE,2022-11-06,1224.8053
Sweden,SWE,2022-11-13,1229.8483
Sweden,SWE,2022-11-20,1238.7019
Sweden,SWE,2022-11-27,1257.1864
Sweden,SWE,2022-12-04,1266.2487
Sweden,SWE,2022-12-11,1287.4822
Sweden,SWE,2022-12-18,1335.4851
Sweden,SWE,2022-12-25,1389.8391
Sweden,SWE,2023-01-01,1432.979
Sweden,SWE,2023-01-08,1477.2399
Sweden,SWE,2023-01-15,1501.3539
Sweden,SWE,2023-01-22,1512.8596
Sweden,SWE,2023-01-29,1512.0021
Sweden,SWE,2023-02-05,1510.3436
Sweden,SWE,2023-02-12,1503.8887
